Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
199,Danny Green,SF,34,PHI,45,25,22.5,2.1,5.4,0.395,1.7,4.5,0.373,0.4,0.9,0.513,0.551,0.2,0.2,0.9,0.5,1.9,2.4,1,1,0.6,0.8,1.8,6.2
200,Draymond Green,PF,31,GSW,34,34,29.9,3.2,5.9,0.537,0.4,1.2,0.286,2.8,4.7,0.604,0.567,1.2,2,0.597,1.1,6.4,7.6,7.4,1.4,1.2,3.1,2.8,7.9
201,Jalen Green,SG,19,HOU,49,49,31.1,5.2,13.1,0.4,2,6.4,0.312,3.2,6.7,0.485,0.477,2.8,3.5,0.797,0.5,2.8,3.3,2.5,0.7,0.2,2.1,1.5,15.3
202,JaMychal Green,PF,31,DEN,51,7,15.6,2.5,5.2,0.475,0.6,2.1,0.275,1.9,3.1,0.615,0.532,1.3,1.5,0.88,1.2,3,4.1,0.9,0.7,0.4,0.9,2.3,6.8
203,Javonte Green,SF,28,CHI,47,35,24.2,2.9,5.2,0.549,0.6,1.6,0.356,2.3,3.6,0.632,0.602,1.4,1.6,0.831,1.5,2.7,4.2,1,0.9,0.6,0.5,2.1,7.6
204,Jeff Green,C,35,DEN,60,48,24.6,3.7,7.3,0.505,0.7,2.4,0.31,2.9,4.9,0.599,0.555,2.2,2.6,0.842,0.5,2.6,3.1,1.3,0.3,0.4,1,2.1,10.3
205,Josh Green,SG,21,DAL,49,2,14.6,1.8,3.5,0.517,0.3,0.9,0.349,1.5,2.6,0.574,0.561,0.6,0.8,0.692,0.8,1.6,2.4,1.3,0.6,0.2,0.5,1.7,4.5
206,Blake Griffin,PF,32,BRK,51,24,17.8,2.5,5.9,0.42,0.6,2.7,0.243,1.8,3.2,0.567,0.475,1,1.4,0.722,1.1,3.1,4.2,1.9,0.5,0.3,0.5,1.7,6.6
207,Quentin Grimes,SG,21,NYK,40,6,17.4,2.2,5.2,0.421,1.7,4.2,0.398,0.6,1.1,0.512,0.579,0.3,0.4,0.647,0.6,1.4,1.9,1,0.7,0.3,0.6,1.5,6.3
208,Kyle Guy,SG,24,MIA,17,0,10.6,1.5,3.6,0.419,0.8,2.2,0.378,0.7,1.5,0.48,0.532,0.5,0.7,0.667,0.1,0.6,0.8,1,0.4,0.1,0.8,0.7,4.4
209,Rui Hachimura,PF,23,WAS,23,0,18.9,3.4,7.3,0.467,1.2,2.3,0.519,2.2,5,0.443,0.55,1.1,1.4,0.781,0.3,2.7,3.1,1,0.6,0.2,0.7,1.2,9.2
210,Tyrese Haliburton,SG-PG,21,TOT,61,61,35,5.4,11.7,0.464,2.1,5.2,0.411,3.3,6.5,0.508,0.556,1.9,2.3,0.831,0.7,3.4,4.1,7.8,1.8,0.7,2.5,1.5,15
210,Tyrese Haliburton,SG,21,SAC,51,51,34.5,5.3,11.5,0.457,2,4.9,0.413,3.2,6.5,0.491,0.546,1.7,2,0.837,0.8,3.1,3.9,7.4,1.7,0.7,2.3,1.4,14.3
210,Tyrese Haliburton,PG,21,IND,10,10,37.9,6.4,12.9,0.496,2.7,6.7,0.403,3.7,6.2,0.597,0.601,3.1,3.8,0.816,0.4,4.6,5,9.5,2.1,0.6,3.7,1.9,18.6
211,Tyler Hall,SG,24,NYK,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,R.J. Hampton,SG,20,ORL,47,2,19.8,2.6,6.8,0.384,1,2.6,0.366,1.6,4.1,0.395,0.454,1.2,1.9,0.611,0.3,2.6,2.9,2.3,0.7,0.3,1.3,1.5,7.3
213,Tim Hardaway Jr.,SG,29,DAL,42,20,29.6,5,12.6,0.394,2.4,7.2,0.336,2.5,5.4,0.473,0.491,1.9,2.5,0.757,0.3,3.4,3.7,2.2,0.9,0.1,0.8,1.8,14.2
214,James Harden,PG-SG,32,TOT,48,48,36.9,6.7,15.7,0.425,2.4,6.9,0.344,4.3,8.8,0.488,0.501,7.1,8.1,0.872,0.9,7,7.9,10.3,1.3,0.6,4.6,2.5,22.9
214,James Harden,PG,32,BRK,44,44,37,6.6,16,0.414,2.3,7,0.332,4.3,9.1,0.476,0.486,6.9,8,0.869,1,7,8,10.2,1.3,0.7,4.8,2.4,22.5
214,James Harden,SG,32,PHI,4,4,36.5,7.3,12.3,0.592,3,6,0.5,4.3,6.3,0.68,0.714,9.3,10.3,0.902,0.3,7.3,7.5,12,1.5,0,2.8,3.8,26.8
215,Maurice Harkless,SF,28,SAC,43,24,19.6,1.9,4.2,0.459,0.7,2.3,0.307,1.2,1.9,0.65,0.544,0.5,0.7,0.714,0.3,2.2,2.5,0.5,0.6,0.6,0.7,1.7,5
216,Jared Harper,PG,24,NOP,2,0,5,1.5,3.5,0.429,0.5,1,0.5,1,2.5,0.4,0.5,0,0,0,0.5,0,0.5,1.5,0,0.5,0.5,1,3.5
217,Montrezl Harrell,C,28,TOT,55,3,24.6,5.4,8.5,0.635,0.1,0.3,0.25,5.3,8.2,0.649,0.639,3.3,4.6,0.708,2.2,4.6,6.8,2.1,0.4,0.7,1.1,2,14.1
217,Montrezl Harrell,C,28,WAS,46,3,24.3,5.4,8.3,0.645,0.1,0.3,0.267,5.3,8,0.66,0.65,3.2,4.5,0.727,2.1,4.6,6.7,2.1,0.4,0.7,1.1,1.9,14.1
217,Montrezl Harrell,C,28,CHO,9,0,26,5.4,9.2,0.59,0,0.1,0,5.4,9.1,0.598,0.59,3.3,5.3,0.625,2.8,4.3,7.1,1.9,0.3,0.6,1,2.3,14.2
218,Gary Harris,SG,27,ORL,56,30,28.8,4,9.2,0.435,1.9,5,0.381,2.1,4.2,0.498,0.538,1.4,1.6,0.865,0.6,1.4,2,1.9,0.9,0.1,1,1.8,11.3
219,Joe Harris,SF,30,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3
220,Tobias Harris,PF,29,PHI,54,54,35.2,7,14.7,0.477,1.2,3.5,0.34,5.9,11.3,0.52,0.518,2.8,3.3,0.86,1.1,6.1,7.1,3.5,0.6,0.7,1.7,2.1,18.1
221,Shaquille Harrison,SG,28,BRK,2,0,11.5,1,3,0.333,0,1,0,1,2,0.5,0.333,0,0,0,0.5,1.5,2,1.5,0.5,0.5,1,1.5,2
222,Josh Hart,SG-SF,26,TOT,47,46,33.3,4.9,9.7,0.504,1.1,3.5,0.325,3.8,6.2,0.606,0.563,2.9,3.9,0.753,1.2,6.2,7.4,4.1,1.1,0.3,2.1,2.9,13.9
222,Josh Hart,SG,26,NOP,41,40,33.5,4.8,9.4,0.505,1,3.2,0.323,3.7,6.2,0.598,0.56,2.8,3.8,0.753,1.3,6.5,7.8,4.1,1.1,0.3,2,2.9,13.4
222,Josh Hart,SF,26,POR,6,6,31.8,6,12,0.5,2,6,0.333,4,6,0.667,0.583,3.5,4.7,0.75,0.7,4.5,5.2,4.2,1.2,0.3,3.3,2.8,17.5
223,Isaiah Hartenstein,C,23,LAC,52,0,16.6,3.3,5.2,0.632,0.1,0.2,0.417,3.2,4.9,0.642,0.641,1.1,1.8,0.624,1.6,2.9,4.5,2,0.7,1.2,1.2,2.5,7.8
224,Udonis Haslem,C,41,MIA,9,0,6.3,1.2,2.4,0.5,0.1,0.2,0.5,1.1,2.2,0.5,0.523,0.3,0.3,1,0.4,1.6,2,0.3,0.1,0.1,0.3,1.2,2.9
225,Sam Hauser,SF,24,BOS,13,0,4.8,0.6,1.6,0.381,0.6,1.6,0.381,0,0,0,0.571,0,0,0,0.1,0.5,0.6,0.3,0.1,0.1,0.1,0.3,1.8
226,Jaxson Hayes,C,21,NOP,52,10,17.8,3.3,5.1,0.649,0.2,0.5,0.286,3.2,4.6,0.692,0.664,1.9,2.5,0.767,1.5,2.7,4.2,0.6,0.4,0.8,0.8,2.3,8.7
227,Killian Hayes,PG,20,DET,52,33,24.3,2.2,6.3,0.354,0.6,2.4,0.258,1.6,3.9,0.413,0.403,0.8,1.1,0.786,0.6,2.5,3,4.1,1.1,0.5,1.7,2.7,5.9
228,Gordon Hayward,SF,31,CHO,48,48,32.2,5.9,12.7,0.46,1.8,4.5,0.39,4.1,8.2,0.499,0.529,2.6,3.1,0.846,0.8,3.8,4.6,3.6,1,0.5,1.7,1.8,16.1
229,Aaron Henry,SF,22,PHI,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,0,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3
230,Juancho Hernang mez,PF,26,TOT,26,0,6.2,0.3,1.3,0.229,0.2,0.9,0.174,0.2,0.5,0.333,0.286,0.4,0.7,0.647,0.5,1,1.5,0.3,0.2,0.1,0.3,0.3,1.2
230,Juancho Hernang mez,PF,26,BOS,18,0,5.3,0.3,1.5,0.185,0.2,1,0.167,0.1,0.5,0.222,0.241,0.3,0.5,0.667,0.5,0.9,1.4,0.2,0.2,0.1,0.3,0.4,1.1
230,Juancho Hernang mez,PF,26,SAS,5,0,10.2,0.4,1.2,0.333,0,0.6,0,0.4,0.6,0.667,0.333,0.6,0.8,0.75,0.8,2.2,3,0.6,0.2,0.2,0.4,0,1.4
230,Juancho Hernang mez,PF,26,UTA,3,0,4.3,0.3,0.7,0.5,0.3,0.7,0.5,0,0,0,0.75,0.7,1.3,0.5,0,0,0,0.3,0,0,0.3,0.3,1.7
231,Willy Hernang mez,C,27,NOP,35,6,16,3.3,6.3,0.525,0.1,0.2,0.375,3.2,6,0.531,0.532,1.9,2.6,0.739,2.7,4,6.7,1.2,0.4,0.4,0.9,1.9,8.6
232,Tyler Herro,SG,22,MIA,52,10,32.8,7.6,17.3,0.438,2.6,6.7,0.381,5,10.6,0.474,0.512,2.8,3.3,0.865,0.5,4.3,4.9,4,0.7,0.2,2.7,1.5,20.6
233,Buddy Hield,SG,29,TOT,65,16,30.3,5.3,13.3,0.398,3.3,9,0.363,2,4.3,0.471,0.521,1.4,1.6,0.875,0.8,3.5,4.3,2.4,0.9,0.3,1.7,2.1,15.3
233,Buddy Hield,SG,29,SAC,55,6,28.6,4.8,12.6,0.382,3.3,9,0.368,1.5,3.6,0.419,0.514,1.5,1.7,0.87,0.8,3.2,4,1.9,0.9,0.3,1.6,2.1,14.4
233,Buddy Hield,SG,29,IND,10,10,39.3,7.9,17.1,0.462,3.1,9.1,0.341,4.8,8,0.6,0.553,1.1,1.2,0.917,0.7,5.2,5.9,5.4,0.8,0.3,2.1,2.5,20
234,Haywood Highsmith,SF,25,MIA,9,0,10,0.9,2.6,0.348,0.7,1.7,0.4,0.2,0.9,0.25,0.478,0.2,0.4,0.5,0.6,1,1.6,0,0.1,0.2,0.1,0.8,2.7
235,George Hill,SG,35,MIL,41,16,25.5,2.5,5.7,0.436,0.9,2.9,0.316,1.6,2.9,0.556,0.515,1.2,1.2,0.96,0.9,2.4,3.2,2.5,0.8,0.1,0.9,1.4,7
236,Malcolm Hill,SF-SG,26,TOT,17,0,11.6,1.4,2.9,0.469,0.8,2,0.382,0.6,0.9,0.667,0.602,0.6,0.8,0.786,0.6,1.2,1.9,0.3,0.4,0.2,0.1,1.3,4.1
236,Malcolm Hill,SG,26,ATL,3,0,15.3,1.7,2.7,0.625,1,1.7,0.6,0.7,1,0.667,0.813,1.3,1.3,1,0.7,1.3,2,0.3,1.3,0.3,0,2.3,5.7
236,Malcolm Hill,SF,26,CHI,14,0,10.8,1.3,2.9,0.439,0.7,2.1,0.345,0.6,0.9,0.667,0.561,0.5,0.7,0.7,0.6,1.2,1.9,0.3,0.1,0.1,0.1,1.1,3.8
237,Solomon Hill,PF,30,ATL,13,1,10.7,0.2,1.5,0.15,0.2,1,0.154,0.1,0.5,0.143,0.2,0,0,0,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6
238,Nate Hinton,SG,22,IND,2,0,1,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0
239,Jaylen Hoard,SF,22,OKC,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0
240,Aaron Holiday,PG,25,TOT,49,14,16.5,2.6,5.4,0.475,0.6,1.6,0.385,2,3.8,0.513,0.532,0.7,0.9,0.814,0.3,1.4,1.7,2.3,0.6,0.2,1.1,1.5,6.5
240,Aaron Holiday,PG,25,WAS,41,14,16.2,2.4,5.2,0.467,0.6,1.6,0.343,1.9,3.6,0.524,0.521,0.7,0.9,0.8,0.2,1.4,1.6,1.9,0.6,0.2,1,1.5,6.1
240,Aaron Holiday,PG,25,PHO,8,0,18.4,3.3,6.4,0.51,0.9,1.4,0.636,2.4,5,0.475,0.578,0.9,1,0.875,0.5,1.6,2.1,4.1,0.8,0,1.6,1.5,8.3
241,Jrue Holiday,PG,31,MIL,52,49,33.3,7.3,14.3,0.509,2,4.7,0.424,5.3,9.6,0.55,0.578,2.1,2.7,0.768,1.1,3.6,4.7,6.7,1.5,0.5,2.7,2,18.6
242,Justin Holiday,SF-SG,32,TOT,59,50,28.9,3.8,9.4,0.401,2.5,6.8,0.366,1.3,2.5,0.493,0.534,0.7,0.8,0.837,0.4,2.3,2.7,1.8,0.8,0.4,1,2.2,10.7
242,Justin Holiday,SF,32,IND,49,40,28.9,3.9,9.3,0.415,2.6,6.9,0.378,1.3,2.5,0.516,0.553,0.7,0.8,0.829,0.4,2.4,2.8,1.8,0.7,0.4,1,2.1,11
242,Justin Holiday,SG,32,SAC,10,10,28.8,3.2,9.6,0.333,2.1,6.8,0.309,1.1,2.8,0.393,0.443,0.7,0.8,0.875,0.7,1.9,2.6,1.6,0.9,0.6,1.1,2.6,9.2
243,Richaun Holmes,C,28,SAC,42,37,24.5,4.6,6.8,0.669,0,0.1,0.4,4.5,6.7,0.674,0.672,1.6,2.1,0.775,2.1,5.2,7.3,1.1,0.4,0.9,1.3,3,10.8
244,Rodney Hood,SF-SG,29,TOT,44,0,13.9,1.1,3.1,0.348,0.6,1.9,0.305,0.5,1.2,0.415,0.441,0.3,0.3,0.929,0.3,1.3,1.5,0.7,0.3,0.1,0.2,0.6,3
244,Rodney Hood,SF,29,MIL,39,0,14.9,1.2,3.4,0.351,0.6,2.1,0.3,0.6,1.3,0.431,0.443,0.3,0.4,0.929,0.3,1.4,1.7,0.8,0.3,0.1,0.2,0.7,3.3
244,Rodney Hood,SG,29,LAC,5,0,6.2,0.2,0.8,0.25,0.2,0.4,0.5,0,0.4,0,0.375,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0,0.6
245,Scotty Hopson,SG,32,OKC,1,0,18,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,0,0,1,1,1,0,0,2,1,4
246,Al Horford,C,35,BOS,56,56,28.8,3.9,8.6,0.452,1.3,4,0.319,2.6,4.5,0.571,0.527,1.2,1.5,0.841,1.6,6,7.6,3.4,0.6,1.4,1,1.9,10.3
247,Talen Horton-Tucker,SG,21,LAL,46,15,25.9,3.5,8.5,0.412,0.8,3,0.275,2.7,5.5,0.486,0.46,1.5,1.9,0.805,0.6,2.6,3.2,2.7,0.9,0.5,1.5,2.5,9.3
248,Danuel House Jr.,SF,28,TOT,31,2,15.7,1.9,4.5,0.42,1,2.4,0.4,0.9,2,0.444,0.529,1,1.2,0.811,0.4,2.1,2.5,1.2,0.4,0.3,0.7,1.2,5.7
248,Danuel House Jr.,SF,28,HOU,16,1,14.6,1.6,4.6,0.338,0.6,2.1,0.294,0.9,2.5,0.375,0.405,1.1,1.2,0.895,0.3,2.4,2.7,1.2,0.3,0.3,1.1,1,4.8
248,Danuel House Jr.,SF,28,NYK,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Danuel House Jr.,SF,28,UTA,14,1,17.9,2.4,4.5,0.524,1.4,2.9,0.5,0.9,1.6,0.565,0.683,0.9,1.3,0.722,0.6,1.9,2.4,1.4,0.5,0.4,0.4,1.4,7.1
249,Dwight Howard,C,36,LAL,46,14,14.7,1.9,3.2,0.6,0.1,0.2,0.667,1.8,3,0.596,0.621,1.3,2.1,0.625,2,3.6,5.6,0.5,0.6,0.6,0.8,2,5.2
250,Markus Howard,SG,22,DEN,25,0,5.6,1.1,3.1,0.364,0.9,2.2,0.411,0.2,0.8,0.238,0.513,0.5,0.6,0.867,0,0.3,0.3,0.2,0.3,0,0.2,0.4,3.7
251,Kevin Huerter,SG,23,ATL,56,42,29.1,4.5,9.9,0.458,1.9,5.1,0.375,2.6,4.8,0.544,0.554,0.6,0.7,0.795,0.4,2.8,3.2,2.7,0.7,0.4,1.2,2.4,11.5
252,Jay Huff,C,23,LAL,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,0,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0
253,Elijah Hughes,SF-SG,23,TOT,20,2,9.9,1.2,3.5,0.329,0.7,2.6,0.275,0.5,1,0.474,0.429,0.2,0.2,1,0.2,1.3,1.5,0.5,0.3,0.2,0.5,0.8,3.2
253,Elijah Hughes,SF,23,UTA,14,1,8,1.1,2.6,0.417,0.7,2,0.357,0.4,0.6,0.625,0.556,0.2,0.2,1,0.1,1.1,1.2,0.4,0.3,0.1,0.5,0.5,3.1
253,Elijah Hughes,SG,23,POR,6,1,14.2,1.3,5.7,0.235,0.7,3.8,0.174,0.7,1.8,0.364,0.294,0,0,0,0.3,1.7,2,0.7,0.2,0.3,0.5,1.5,3.3
254,De'Andre Hunter,SF,24,ATL,35,34,29.5,4.7,10.6,0.441,1.4,3.7,0.383,3.3,7,0.471,0.507,2.2,3,0.743,0.5,2.7,3.3,1.3,0.7,0.3,1.3,3,13
255,Chandler Hutchison,SF,25,PHO,6,0,3.7,0.2,0.3,0.5,0,0,0,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7
256,Bones Hyland,PG,21,DEN,52,3,17.7,2.9,7.8,0.375,1.8,4.9,0.358,1.2,2.9,0.404,0.488,1.3,1.4,0.878,0.2,2.5,2.7,2.1,0.5,0.3,1.2,2.1,8.8
257,Serge Ibaka,C-PF,32,TOT,43,11,16.3,2.7,5.4,0.487,0.7,1.8,0.364,2,3.7,0.548,0.547,0.6,0.8,0.667,1.2,3.4,4.6,1,0.2,0.7,0.9,1.8,6.5
257,Serge Ibaka,C,32,LAC,35,10,15.4,2.7,5.5,0.49,0.7,1.8,0.387,2,3.7,0.538,0.552,0.6,0.8,0.69,1.1,3.1,4.3,1,0.2,0.7,0.9,1.6,6.6
257,Serge Ibaka,PF,32,MIL,8,1,20.3,2.5,5.3,0.476,0.5,1.9,0.267,2,3.4,0.593,0.524,0.5,0.9,0.571,1.3,4.6,5.9,0.6,0.1,0.5,0.6,2.5,6
258,Andre Iguodala,SF,38,GSW,26,0,19.9,1.5,3.9,0.392,0.5,2.3,0.23,1,1.6,0.634,0.461,0.5,0.6,0.813,0.7,2.6,3.3,3.8,0.8,0.8,0.9,1,4.1
259,Joe Ingles,SF,34,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2
260,Brandon Ingram,SF,24,NOP,50,50,34.2,8.4,18.2,0.462,1.4,4.3,0.335,7,13.9,0.501,0.502,4.5,5.5,0.816,0.7,5,5.7,5.5,0.6,0.5,2.7,2.2,22.8
261,Kyrie Irving,PG,29,BRK,16,16,36.4,9.3,20.3,0.458,2.4,6.7,0.364,6.9,13.6,0.505,0.518,3.6,3.9,0.921,0.6,4.2,4.8,5.4,1.3,0.6,2.4,2.5,24.7
262,Wes Iwundu,SF,27,ATL,3,1,27.3,2.7,6,0.444,1,1.7,0.6,1.7,4.3,0.385,0.528,1,1.3,0.75,1,3.3,4.3,0,0.3,0,0.3,2.7,7.3
263,Frank Jackson,PG,23,DET,44,5,22.3,3.8,9.2,0.409,1.8,5.5,0.32,2,3.8,0.539,0.504,1.4,1.8,0.795,0.3,1.3,1.6,1,0.5,0.2,0.8,1.8,10.7
264,Isaiah Jackson,PF,20,IND,26,8,12,2.8,4.8,0.576,0.1,0.4,0.3,2.7,4.4,0.6,0.588,1.4,2.3,0.61,1.5,2,3.5,0.3,0.5,1.2,0.8,2.3,7
265,Jaren Jackson Jr.,PF,22,MEM,65,65,27.6,5.6,13.5,0.414,1.6,5.2,0.311,4,8.3,0.48,0.474,3.6,4.4,0.799,1.6,4.4,6,1,1,2.2,1.7,3.5,16.3
266,Josh Jackson,SF,24,TOT,42,3,17,2.5,6.1,0.404,0.7,2.8,0.259,1.7,3.3,0.525,0.463,1,1.3,0.714,0.4,2.5,2.9,1.2,0.5,0.5,0.9,1.7,6.6
266,Josh Jackson,SF,24,DET,39,3,18.1,2.6,6.4,0.41,0.8,2.9,0.265,1.9,3.5,0.529,0.47,1,1.4,0.714,0.4,2.7,3.2,1.3,0.5,0.5,1,1.8,7.1
266,Josh Jackson,SF,24,SAC,3,0,3,0,1.3,0,0,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0
267,Justin Jackson,SF,26,TOT,7,0,5.3,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1,0.1,0.9,1,0.3,0,0,0.1,0.4,2.1
267,Justin Jackson,SF,26,BOS,1,0,2,0,1,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,2
267,Justin Jackson,SF,26,PHO,6,0,5.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0,0,0,0.2,1,1.2,0.3,0,0,0.2,0.5,2.2
268,Reggie Jackson,SG,31,LAC,62,62,31,6.4,16.2,0.395,2.3,6.9,0.326,4.1,9.3,0.445,0.464,1.9,2.2,0.841,0.5,3.1,3.7,4.7,0.7,0.2,2.3,2,16.9
269,LeBron James,SF,37,LAL,46,46,36.8,11.1,21.2,0.522,2.8,7.9,0.354,8.3,13.3,0.621,0.587,4.5,5.9,0.764,1.1,7,8.1,6.2,1.5,1,3.4,2.2,29.4
270,DeJon Jarreau,SG,24,IND,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,DaQuan Jeffries,SG,24,MEM,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,0,0,0.7,0.7,0.3,0,0,0,0.3,0.7
272,Ty Jerome,SG,24,OKC,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3,0.493,0.46,0.8,1,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1
273,Isaiah Joe,SG,22,PHI,44,1,11.8,1.2,3.4,0.358,0.9,2.6,0.333,0.3,0.8,0.441,0.486,0.5,0.5,0.917,0.1,1,1.1,0.7,0.3,0,0.4,0.9,3.8
274,Alize Johnson,PF,25,TOT,21,0,7,0.8,1.5,0.5,0,0.2,0,0.8,1.3,0.571,0.5,0.2,0.5,0.5,1.1,1.4,2.5,0.4,0.1,0,0.5,0.8,1.8
274,Alize Johnson,PF,25,CHI,16,0,7.6,0.8,1.4,0.522,0,0.1,0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1,1.3,2.3,0.5,0.2,0,0.5,0.9,1.8
274,Alize Johnson,PF,25,WAS,3,0,6,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,1.7,2.3,4,0,0,0,1,0,1.3
274,Alize Johnson,PF,25,NOP,2,0,4,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,0.5,1,0.5,1.5,1,2.5,0.5,0,0,0,0.5,2.5
275,B.J. Johnson,SF,26,ORL,4,0,16.3,2.8,6.3,0.44,1,2.5,0.4,1.8,3.8,0.467,0.52,0,0,0,1.5,2.3,3.8,0,0,0.3,0,1,6.5
276,Cameron Johnson,PF,25,PHO,60,13,26.3,4.4,9.2,0.475,2.7,5.9,0.448,1.7,3.2,0.526,0.62,1.5,1.7,0.873,0.6,3.5,4.1,1.5,0.8,0.2,0.6,1.7,12.8
277,David Johnson,SG,20,TOR,2,0,1,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Jalen Johnson,PF,20,ATL,15,0,4.5,0.7,1.5,0.5,0.2,0.5,0.375,0.5,0.9,0.571,0.568,0.3,0.4,0.667,0,1.1,1.1,0.1,0,0.1,0.3,0.2,1.9
279,James Johnson,PF,34,BRK,49,10,19.6,2.6,5.5,0.468,0.4,1.5,0.267,2.2,4,0.546,0.506,0.5,1,0.51,0.9,2.6,3.5,2,0.5,0.4,0.8,2.6,6.1
280,Joe Johnson,SG,40,BOS,1,0,2,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
281,Keldon Johnson,SF,22,SAS,59,58,31.3,5.9,12.7,0.465,1.9,4.7,0.417,4,8.1,0.494,0.542,2.1,2.8,0.744,1.1,4.9,6,1.8,0.8,0.1,1.3,1.9,15.9
282,Keon Johnson,SG,19,TOT,19,2,11.9,1.3,4.3,0.309,0.3,1.1,0.286,1,3.2,0.317,0.346,1.1,1.4,0.769,0.4,1.2,1.6,1.1,0.5,0.2,0.5,1.3,4
282,Keon Johnson,SG,19,LAC,15,0,9,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1,1.4,0.9,0.5,0.1,0.5,1.4,3.5
282,Keon Johnson,SG,19,POR,4,2,23,2,7.5,0.267,0.8,2.5,0.3,1.3,5,0.25,0.317,1,1.3,0.8,0.5,2,2.5,2,0.8,0.3,0.8,1,5.8
283,Stanley Johnson,PF,25,LAL,29,16,21.4,2.4,5,0.476,0.7,2.1,0.311,1.7,2.9,0.595,0.541,0.9,1.2,0.714,0.7,2.4,3.1,1.5,0.7,0.4,0.6,2.6,6.3
284,Tyler Johnson,PG,29,TOT,6,0,15.2,1,3.3,0.3,0.8,2.2,0.385,0.2,1.2,0.143,0.425,0,0,0,0.5,1.5,2,1.2,0.5,0.5,0.3,1.2,2.8
284,Tyler Johnson,PG,29,PHI,3,0,12.7,1.3,3.3,0.4,1,2.3,0.429,0.3,1,0.333,0.55,0,0,0,0.3,1.7,2,0.7,0.3,0.3,0.3,1.3,3.7
284,Tyler Johnson,PG,29,SAS,3,0,17.7,0.7,3.3,0.2,0.7,2,0.333,0,1.3,0,0.3,0,0,0,0.7,1.3,2,1.7,0.7,0.7,0.3,1,2
285,Nikola Joki?,C,26,DEN,57,57,33.1,9.8,17.2,0.571,1.6,4.3,0.363,8.3,12.9,0.64,0.616,4.6,5.7,0.811,2.8,11,13.8,8,1.4,0.8,3.8,2.5,25.8
286,Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0,0.2,0,0.2,1.6,0.125,0.111,0.4,0.4,1,0.2,0.4,0.6,1,0.2,0,0.6,0,0.8
286,Carlik Jones,PG,24,DAL,3,0,6.3,0,2.3,0,0,0.3,0,0,2,0,0,0.7,0.7,1,0.3,0.7,1,1.7,0.3,0,1,0,0.7
286,Carlik Jones,PG,24,DEN,2,0,2,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1
287,Damian Jones,C,26,SAC,42,5,15.1,2.5,3.8,0.644,0.1,0.4,0.313,2.3,3.4,0.681,0.659,1.2,1.7,0.722,1.3,2.5,3.8,1.1,0.3,0.7,1,2.1,6.3
